host_since,diff_host_since,first_review
2018-08-13,966.0,2021-04-05
2012-05-04,3089.0,2020-10-18
2020-07-28,340.0,2021-07-03
2017-02-09,,
2013-05-17,2708.0,2020-10-15
2018-03-24,929.0,2020-10-08
2020-08-01,245.0,2021-04-03
2019-11-17,301.0,2020-09-13
2020-06-03,71.0,2020-08-13
2012-12-05,2813.0,2020-08-18
2014-08-01,2908.0,2022-07-18
2012-10-07,3598.0,2022-08-14
2014-08-01,2509.0,2021-06-14
2020-08-21,100.0,2020-11-29
2018-03-13,968.0,2020-11-05
2020-08-13,,
2019-11-17,294.0,2020-09-06
2016-05-04,1936.0,2021-08-22
2020-06-03,122.0,2020-10-03
2019-11-17,322.0,2020-10-04
2017-07-13,1144.0,2020-08-30
2011-07-10,,
2012-03-13,,
2012-02-13,3195.0,2020-11-12
2015-12-16,1705.0,2020-08-16
2015-09-08,2202.0,2021-09-18
2015-01-07,2356.0,2021-06-20
2016-07-16,2185.0,2022-07-10
2016-05-30,1529.0,2020-08-06
2020-08-15,57.0,2020-10-11
2016-05-10,,
2014-08-01,,
2020-02-09,273.0,2020-11-08
2015-12-16,1720.0,2020-08-31
2017-10-10,1300.0,2021-05-02
2012-01-02,3576.0,2021-10-17
2020-08-02,129.0,2020-12-09
2016-03-13,1694.0,2020-11-01
2012-11-01,,
2015-10-27,1848.0,2020-11-17
2017-07-31,1340.0,2021-04-01
2020-08-02,91.0,2020-11-01
2016-06-25,1974.0,2021-11-20
2020-08-03,62.0,2020-10-04
2019-02-17,543.0,2020-08-13
2018-10-08,709.0,2020-09-16
2018-10-08,713.0,2020-09-20
2018-03-31,890.0,2020-09-06
2020-08-07,99.0,2020-11-14
2018-08-13,1442.0,2022-07-25
2016-05-24,1622.0,2020-11-01
2014-10-26,,
2014-08-01,,
2017-10-17,1328.0,2021-06-06
2020-01-23,223.0,2020-09-02
2020-08-11,59.0,2020-10-09
2018-06-20,1415.0,2022-05-05
2017-07-31,1404.0,2021-06-04
2017-07-01,,
2018-09-16,745.0,2020-09-30
2019-04-14,540.0,2020-10-05
2014-01-14,2433.0,2020-09-12
2020-08-14,95.0,2020-11-17
2015-12-16,1781.0,2020-10-31
2015-12-16,1921.0,2021-03-20
2020-08-14,23.0,2020-09-06
2019-08-11,396.0,2020-09-10
2018-12-14,934.0,2021-07-05
2013-12-05,,
2014-01-08,,
2012-12-17,,
2016-11-04,1562.0,2021-02-13
2014-08-01,2293.0,2020-11-10
2016-06-24,,
2012-03-03,3134.0,2020-10-01
2020-06-03,152.0,2020-11-02
2020-06-03,113.0,2020-09-24
2016-02-01,1896.0,2021-04-11
2018-10-21,664.0,2020-08-15
2020-08-23,,
2016-03-03,1857.0,2021-04-03
2020-02-08,194.0,2020-08-20
2018-07-24,1103.0,2021-07-31
2014-01-24,,
2015-08-11,1861.0,2020-09-14
2015-08-20,1815.0,2020-08-08
2013-08-22,3139.0,2022-03-27
2018-10-21,684.0,2020-09-04
2015-08-11,,
2012-10-31,2868.0,2020-09-07
2014-08-20,,
2017-06-27,1228.0,2020-11-06
2020-08-05,157.0,2021-01-09
2014-02-05,2515.0,2020-12-25
2013-10-24,2511.0,2020-09-08
2017-05-17,1398.0,2021-03-15
2017-08-19,1168.0,2020-10-30
2020-10-21,-54.0,2020-08-28
2013-09-07,2549.0,2020-08-30
2014-08-29,2351.0,2021-02-04
2012-01-12,,
2019-10-30,299.0,2020-08-24
2017-08-19,1373.0,2021-05-23
2015-01-26,,
2013-11-22,2507.0,2020-10-03
2020-08-14,98.0,2020-11-20
2015-04-07,,
2016-09-21,,
2014-09-08,2180.0,2020-08-27
2013-10-07,2644.0,2021-01-02
2020-07-14,,
2011-01-08,4102.0,2022-04-02
2020-08-24,247.0,2021-04-28
2019-04-23,518.0,2020-09-22
2018-07-05,788.0,2020-08-31
2014-08-01,2397.0,2021-02-22
2015-09-10,1890.0,2020-11-12
2011-10-07,3242.0,2020-08-22
2019-12-17,,
2013-08-06,,
2014-05-16,2310.0,2020-09-11
2019-05-11,,
2014-04-29,2561.0,2021-05-03
2012-07-09,2989.0,2020-09-14
2017-12-26,1283.0,2021-07-01
2014-08-01,2487.0,2021-05-23
2020-08-24,7.0,2020-08-31
2020-06-03,69.0,2020-08-11
2020-05-19,89.0,2020-08-16
2020-08-15,6.0,2020-08-21
2015-12-16,1754.0,2020-10-04
2012-09-24,2881.0,2020-08-14
2018-04-08,896.0,2020-09-20
2018-03-09,1045.0,2021-01-17
2020-08-17,,
2014-10-14,2352.0,2021-03-23
2015-05-28,1920.0,2020-08-29
2014-09-10,2313.0,2021-01-09
2014-06-16,2330.0,2020-11-01
2016-01-20,1685.0,2020-08-31
2017-08-19,1169.0,2020-10-31
2014-10-09,2151.0,2020-08-29
2015-02-05,2065.0,2020-10-01
2018-07-22,1067.0,2021-06-23
2017-05-30,1196.0,2020-09-07
2014-08-01,2395.0,2021-02-20
2012-09-04,,
2020-10-21,-38.0,2020-09-13
2017-02-04,,
2012-06-28,,
2019-03-16,,
2016-09-10,,
2015-06-19,1929.0,2020-09-29
2019-10-28,307.0,2020-08-30
2018-09-15,705.0,2020-08-20
2014-03-24,2722.0,2021-09-05
2020-08-02,93.0,2020-11-03
2018-02-17,1182.0,2021-05-14
2014-01-29,2542.0,2021-01-14
2015-11-09,1811.0,2020-10-24
2015-12-16,2043.0,2021-07-20
2015-08-14,2087.0,2021-05-01
2020-08-30,18.0,2020-09-17
2019-10-28,309.0,2020-09-01
2017-07-10,1154.0,2020-09-06
2015-12-16,2112.0,2021-09-27
2017-06-14,1182.0,2020-09-08
2020-08-19,648.0,2022-05-29
2018-07-12,805.0,2020-09-24
2020-08-26,11.0,2020-09-06
2020-07-19,77.0,2020-10-04
2011-04-16,,
2017-03-19,,
2019-02-13,569.0,2020-09-04
2015-06-11,2602.0,2022-07-26
2019-10-08,677.0,2021-08-15
2017-05-31,1203.0,2020-09-15
2020-08-30,17.0,2020-09-16
2016-05-31,,
2016-03-03,1945.0,2021-06-30
2015-12-29,2351.0,2022-06-06
2016-12-16,,
2020-08-27,319.0,2021-07-12
2016-12-16,,
2020-08-24,234.0,2021-04-15
2012-03-14,,
2019-12-03,637.0,2021-08-31
2013-06-20,2704.0,2020-11-14
2015-04-03,2372.0,2021-09-30
2015-12-04,1823.0,2020-11-30
2019-09-12,,
2020-08-20,22.0,2020-09-11
2017-01-19,1331.0,2020-09-11
2017-06-05,1241.0,2020-10-28
2020-08-31,7.0,2020-09-07
2019-05-15,864.0,2021-09-25
2016-05-03,,
2016-12-02,1626.0,2021-05-16
2013-04-25,2940.0,2021-05-13
2014-05-22,2537.0,2021-05-02
2016-04-12,1872.0,2021-05-28
2018-07-05,,
2019-10-06,,
2016-12-12,,
2016-03-11,,
2016-07-29,1675.0,2021-02-28
2013-01-20,2814.0,2020-10-04
2012-11-17,2878.0,2020-10-04
2014-04-29,2578.0,2021-05-20
2011-05-04,3500.0,2020-12-02
2016-08-09,1511.0,2020-09-28
2012-03-05,,
2020-08-03,,
2015-12-16,1835.0,2020-12-24
2020-08-28,36.0,2020-10-03
2020-08-31,614.0,2022-05-07
2016-07-12,,
2018-07-05,,
2012-01-15,3212.0,2020-10-31
2016-03-21,,
2015-07-07,,
2015-04-03,2258.0,2021-06-08
2013-03-11,,
2018-07-05,1062.0,2021-06-01
2017-04-14,1242.0,2020-09-07
2018-07-05,952.0,2021-02-11
2018-07-05,1487.0,2022-07-31
2020-08-31,10.0,2020-09-10
2016-07-11,1680.0,2021-02-15
2012-08-11,,
2011-10-28,,
2020-08-27,10.0,2020-09-06
2019-11-01,516.0,2021-03-31
2018-07-05,,
2018-07-05,,
2015-06-03,1923.0,2020-09-07
2020-08-20,30.0,2020-09-19
2018-07-05,,
2020-07-27,157.0,2020-12-31
2018-07-05,,
2012-08-11,2956.0,2020-09-14
2020-08-16,,
2016-07-14,1604.0,2020-12-04
2020-08-29,127.0,2021-01-03
2020-07-24,72.0,2020-10-04
2020-09-01,327.0,2021-07-25
2015-08-05,,
2019-06-29,,
2020-06-22,,
2020-09-01,8.0,2020-09-09
2013-06-11,2881.0,2021-05-01
2012-04-29,3137.0,2020-11-30
2016-11-05,1425.0,2020-09-30
2018-07-24,,
2017-03-14,1277.0,2020-09-11
2018-04-18,996.0,2021-01-08
2013-02-17,2996.0,2021-05-02
2013-11-17,2501.0,2020-09-22
2015-03-01,2059.0,2020-10-19
2014-10-14,,
2015-12-16,1758.0,2020-10-08
2011-08-08,3536.0,2021-04-13
2014-10-14,,
2016-12-16,1639.0,2021-06-12
2013-07-19,2624.0,2020-09-24
2020-06-03,478.0,2021-09-24
2016-07-29,1647.0,2021-01-31
2017-01-21,,
2015-12-16,1933.0,2021-04-01
2011-10-31,3351.0,2021-01-02
2018-11-10,699.0,2020-10-09
2016-12-15,1362.0,2020-09-07
2012-08-20,,
2020-06-03,196.0,2020-12-16
2014-08-15,2697.0,2022-01-02
2020-06-03,95.0,2020-09-06
2015-07-21,2129.0,2021-05-19
2016-05-23,1664.0,2020-12-12
2013-08-19,2603.0,2020-10-04
2018-12-27,933.0,2021-07-17
2017-08-22,1510.0,2021-10-10
2016-08-30,1552.0,2020-11-29
2014-12-26,2123.0,2020-10-18
2016-03-21,1665.0,2020-10-11
2020-06-03,100.0,2020-09-11
2020-09-17,45.0,2020-11-01
2020-06-03,117.0,2020-09-28
2020-06-03,95.0,2020-09-06
2016-07-14,1553.0,2020-10-14
2016-12-16,,
2015-01-04,2393.0,2021-07-24
2020-08-04,79.0,2020-10-22
2020-09-03,24.0,2020-09-27
2013-12-19,2537.0,2020-11-29
2020-09-12,49.0,2020-10-31
2015-04-03,2250.0,2021-05-31
2018-09-22,752.0,2020-10-13
2014-11-15,2248.0,2021-01-10
2016-05-02,,
2017-12-26,1371.0,2021-09-27
2011-06-07,,
2015-12-16,1844.0,2021-01-02
2016-01-08,1793.0,2020-12-05
2013-01-05,2820.0,2020-09-25
2011-11-02,3264.0,2020-10-09
2013-07-18,2691.0,2020-11-29
2016-04-22,1670.0,2020-11-17
2015-12-16,1757.0,2020-10-07
2015-12-16,1811.0,2020-11-30
2018-10-29,968.0,2021-06-23
2015-11-02,2224.0,2021-12-04
2018-07-22,1163.0,2021-09-27
2020-09-21,13.0,2020-10-04
2018-07-22,873.0,2020-12-11
2015-12-16,1766.0,2020-10-16
2017-09-03,1812.0,2022-08-20
2018-07-24,,
2015-06-15,,
2014-12-14,2398.0,2021-07-08
2016-03-29,1889.0,2021-05-31
2014-10-14,,
2014-10-14,,
2016-12-16,,
2016-07-30,,
2017-11-06,1062.0,2020-10-03
2014-08-01,,
2014-10-14,,
2015-10-01,2505.0,2022-08-10
2016-02-25,,
2016-01-14,1745.0,2020-10-24
2018-08-13,779.0,2020-09-30
2020-08-04,438.0,2021-10-16
2014-10-14,2868.0,2022-08-21
2016-07-06,,
2014-10-14,2736.0,2022-04-11
2014-10-14,2783.0,2022-05-28
2017-02-23,1480.0,2021-03-14
2015-10-29,,
2014-08-01,2229.0,2020-09-07
2014-10-14,,
2012-02-29,3177.0,2020-11-10
2012-07-18,3209.0,2021-05-01
2016-12-16,1758.0,2021-10-09
2014-10-14,2286.0,2021-01-16
2014-03-11,,
2014-10-14,,
2020-04-20,335.0,2021-03-21
2020-03-17,236.0,2020-11-08
2016-12-15,1375.0,2020-09-20
2020-09-14,7.0,2020-09-21
2019-08-11,,
2012-02-17,,
2018-07-03,834.0,2020-10-14
2020-07-16,320.0,2021-06-01
2017-11-04,,
2018-07-18,1254.0,2021-12-23
2020-02-06,,
2015-08-04,2196.0,2021-08-08
2017-01-14,,
2016-07-02,1739.0,2021-04-06
2018-10-08,796.0,2020-12-12
2011-09-15,3390.0,2020-12-26
2019-06-01,946.0,2022-01-02
2013-09-09,2762.0,2021-04-02
2020-09-06,5.0,2020-09-11
2016-05-24,1772.0,2021-03-31
2014-06-29,,
2014-07-29,,
2013-09-09,2750.0,2021-03-21
2015-07-27,1974.0,2020-12-21
2019-11-08,509.0,2021-03-31
2015-12-16,1973.0,2021-05-11
2014-10-14,2500.0,2021-08-18
2020-09-07,194.0,2021-03-20
2018-12-26,1200.0,2022-04-09
2020-07-16,579.0,2022-02-15
2015-12-16,1858.0,2021-01-16
2015-07-08,1966.0,2020-11-24
2014-08-01,,
2014-09-26,2644.0,2021-12-22
2015-12-16,1860.0,2021-01-18
2019-11-05,456.0,2021-02-03
2020-09-21,,
2015-12-16,2011.0,2021-06-18
2016-03-03,1733.0,2020-11-30
2012-02-09,3281.0,2021-02-02
2010-11-16,,
2018-04-08,911.0,2020-10-05
2012-11-20,3092.0,2021-05-09
2016-12-16,1640.0,2021-06-13
2013-06-25,,
2013-10-23,,
2011-04-18,3457.0,2020-10-04
2014-08-01,2830.0,2022-05-01
2013-05-19,,
2016-12-16,,
2014-11-26,2190.0,2020-11-24
2020-03-13,,
2016-07-14,,
2015-04-03,2680.0,2022-08-04
2015-07-08,2017.0,2021-01-14
2015-06-03,1974.0,2020-10-28
2013-11-12,2575.0,2020-11-30
2015-12-16,1992.0,2021-05-30
2015-06-10,,
2019-04-29,573.0,2020-11-22
2015-09-05,2009.0,2021-03-06
2018-08-12,892.0,2021-01-20
2014-01-27,2439.0,2020-10-01
2014-10-14,,
2017-10-05,1099.0,2020-10-08
2020-09-18,360.0,2021-09-13
2016-07-14,1619.0,2020-12-19
2015-12-16,1850.0,2021-01-08
2010-03-29,4028.0,2021-04-08
2016-06-11,1643.0,2020-12-10
2020-09-24,198.0,2021-04-10
2019-02-22,1255.0,2022-07-31
2020-09-17,53.0,2020-11-09
2020-09-15,45.0,2020-10-30
2015-12-16,2263.0,2022-02-25
2014-10-14,2440.0,2021-06-19
2014-10-14,2421.0,2021-05-31
2014-10-14,2312.0,2021-02-11
2020-09-29,62.0,2020-11-30
2017-12-11,1116.0,2020-12-31
2014-10-14,,
2017-08-06,1190.0,2020-11-08
2017-05-25,1254.0,2020-10-30
2019-09-10,983.0,2022-05-20
2016-10-28,1445.0,2020-10-12
2014-10-14,,
2013-06-30,2988.0,2021-09-04
2014-08-01,2417.0,2021-03-14
2014-10-14,,
2012-07-01,3030.0,2020-10-17
2015-12-16,1760.0,2020-10-10
2014-10-14,,
2013-06-30,2987.0,2021-09-03
2020-09-25,169.0,2021-03-13
2014-10-14,,
2020-09-25,217.0,2021-04-30
2020-10-05,13.0,2020-10-18
2019-05-31,500.0,2020-10-12
2014-10-14,2264.0,2020-12-25
2010-07-30,3719.0,2020-10-04
2014-10-14,,
2020-10-05,70.0,2020-12-14
2009-12-17,,
2020-02-09,,
2015-05-04,2660.0,2022-08-15
2020-08-28,,
2011-09-17,3339.0,2020-11-07
2012-01-30,3227.0,2020-11-30
2013-10-07,2574.0,2020-10-24
2020-03-17,247.0,2020-11-19
2014-08-11,,
2017-09-21,,
2018-10-19,,
2015-12-16,1789.0,2020-11-08
2020-09-30,682.0,2022-08-13
2020-03-17,279.0,2020-12-21
2020-03-17,,
2015-12-16,1768.0,2020-10-18
2020-03-17,,
2018-07-05,,
2015-12-13,1763.0,2020-10-10
2017-08-10,,
2013-10-07,2687.0,2021-02-14
2016-05-26,1606.0,2020-10-18
2020-03-17,507.0,2021-08-06
2015-12-16,2031.0,2021-07-08
2015-12-16,1769.0,2020-10-19
2020-03-17,308.0,2021-01-19
2020-09-30,360.0,2021-09-25
2014-08-01,2618.0,2021-10-01
2013-10-14,,
2015-12-10,1783.0,2020-10-27
2015-12-16,1901.0,2021-02-28
2020-03-17,709.0,2022-02-24
2019-02-01,651.0,2020-11-13
2018-07-24,830.0,2020-10-31
2018-11-04,,
2018-06-28,892.0,2020-12-06
2020-01-19,,
2020-03-17,277.0,2020-12-19
2020-01-08,276.0,2020-10-10
2015-11-13,,
2016-04-30,,
2014-08-17,2259.0,2020-10-23
2018-07-05,,
2020-09-30,,
2019-08-28,454.0,2020-11-24
2015-12-16,1810.0,2020-11-29
2016-01-08,1906.0,2021-03-28
2014-05-24,2520.0,2021-04-17
2018-07-05,,
2020-06-15,143.0,2020-11-05
2014-06-15,,
2014-05-24,2571.0,2021-06-07
2016-03-04,1750.0,2020-12-18
2015-10-07,1927.0,2021-01-15
2016-03-03,1795.0,2021-01-31
2019-02-14,1173.0,2022-05-02
2016-05-22,1604.0,2020-10-12
2014-08-01,2934.0,2022-08-13
2014-05-14,2496.0,2021-03-14
2016-03-03,1794.0,2021-01-30
2017-10-12,1116.0,2020-11-01
2015-12-16,1762.0,2020-10-12
2010-07-02,3820.0,2020-12-16
2015-08-04,2338.0,2021-12-28
2015-12-25,2422.0,2022-08-12
2013-05-01,2860.0,2021-02-28
2014-11-15,2224.0,2020-12-17
2017-06-26,1203.0,2020-10-11
2015-12-16,1796.0,2020-11-15
2010-07-06,4023.0,2021-07-11
2016-04-04,,
2020-01-09,,
2018-10-08,805.0,2020-12-21
2020-02-29,799.0,2022-05-08
2015-11-01,1813.0,2020-10-18
2019-09-08,458.0,2020-12-09
2011-09-17,3323.0,2020-10-22
2013-04-16,2769.0,2020-11-14
2018-10-08,741.0,2020-10-18
2012-04-25,3539.0,2022-01-02
2018-07-05,,
2014-10-14,2281.0,2021-01-11
2014-05-06,2475.0,2021-02-13
2014-10-14,2469.0,2021-07-18
2014-10-14,,
2017-04-13,1827.0,2022-04-14
2018-07-05,1110.0,2021-07-19
2014-10-14,,
2018-07-05,,
2018-06-07,988.0,2021-02-19
2016-07-14,1851.0,2021-08-08
2010-09-04,,
2015-12-16,1803.0,2020-11-22
2015-07-15,1929.0,2020-10-25
2014-10-14,,
2014-10-14,2703.0,2022-03-09
2012-05-24,3169.0,2021-01-26
2015-03-10,2047.0,2020-10-16
2015-08-24,,
2020-07-23,82.0,2020-10-13
2018-07-05,,
2020-09-05,51.0,2020-10-26
2016-03-07,1972.0,2021-07-31
2015-11-06,1852.0,2020-12-01
2020-09-05,75.0,2020-11-19
2020-06-24,516.0,2021-11-22
2015-12-16,1762.0,2020-10-12
2020-10-13,9.0,2020-10-22
2014-12-19,2171.0,2020-11-28
2018-07-24,830.0,2020-10-31
2020-09-05,58.0,2020-11-02
2014-10-14,2421.0,2021-05-31
2019-12-04,564.0,2021-06-20
2014-10-14,,
2020-02-10,568.0,2021-08-31
2014-10-16,2376.0,2021-04-18
2015-12-16,1760.0,2020-10-10
2018-10-08,748.0,2020-10-25
2014-10-14,2604.0,2021-11-30
2014-10-14,2295.0,2021-01-25
2017-07-11,1220.0,2020-11-12
2015-12-16,1977.0,2021-05-15
2014-02-15,2476.0,2020-11-26
2015-12-16,1949.0,2021-04-17
2017-10-17,1276.0,2021-04-15
2014-10-14,,
2014-10-14,,
2020-06-24,515.0,2021-11-21
2016-05-01,1639.0,2020-10-26
2014-10-14,,
2016-06-28,1573.0,2020-10-18
2014-08-04,2267.0,2020-10-18
2018-11-13,825.0,2021-02-15
2014-10-14,,
2010-11-11,3651.0,2020-11-09
2019-10-09,604.0,2021-06-04
2018-06-11,875.0,2020-11-02
2018-10-08,,
2020-09-30,85.0,2020-12-24
2014-04-29,,
2019-02-24,,
2017-12-28,1625.0,2022-06-10
2020-10-14,8.0,2020-10-22
2019-12-08,318.0,2020-10-21
2015-02-04,,
2016-01-13,1742.0,2020-10-20
2020-10-13,403.0,2021-11-20
2012-12-29,2849.0,2020-10-17
2017-07-29,,
2016-04-11,1660.0,2020-10-27
2017-01-28,1491.0,2021-02-27
2016-03-02,,
2018-01-29,1013.0,2020-11-07
2016-07-14,,
2020-02-08,299.0,2020-12-03
2015-07-08,2034.0,2021-01-31
2015-07-15,1929.0,2020-10-25
2020-10-08,334.0,2021-09-07
2020-10-03,8.0,2020-10-11
2016-09-25,1497.0,2020-10-31
2018-01-29,1015.0,2020-11-09
2017-07-09,1241.0,2020-12-01
2017-05-29,1302.0,2020-12-21
2020-10-14,31.0,2020-11-14
2020-08-10,89.0,2020-11-07
2014-04-14,2400.0,2020-11-08
2014-01-13,2469.0,2020-10-17
2016-07-29,1620.0,2021-01-04
2019-06-16,728.0,2021-06-13
2016-08-23,1534.0,2020-11-04
2012-10-08,,
2017-11-19,1300.0,2021-06-11
2020-10-13,348.0,2021-09-26
2014-09-30,2385.0,2021-04-11
2017-06-27,1590.0,2021-11-03
2017-04-13,,
2018-08-13,902.0,2021-01-31
2020-10-13,184.0,2021-04-15
2019-09-08,650.0,2021-06-19
2015-05-08,1996.0,2020-10-24
2017-04-13,1965.0,2022-08-30
2017-06-27,1438.0,2021-06-04
2017-04-27,1261.0,2020-10-09
2018-07-05,,
2014-10-16,2254.0,2020-12-17
2020-08-25,62.0,2020-10-26
2014-05-28,,
2019-01-08,1146.0,2022-02-27
2017-03-18,1336.0,2020-11-13
2018-06-22,842.0,2020-10-11
2015-07-15,1983.0,2020-12-18
2018-01-29,1013.0,2020-11-07
2017-04-16,,
2015-07-15,1915.0,2020-10-11
2014-05-31,2369.0,2020-11-24
2015-03-29,,
2016-05-18,,
2015-06-17,2267.0,2021-08-31
2018-04-10,995.0,2020-12-30
2012-08-11,3154.0,2021-03-31
2016-07-09,,
2020-10-16,,
2019-03-29,570.0,2020-10-19
2019-01-14,,
2016-07-27,1793.0,2021-06-24
2019-04-24,618.0,2021-01-01
2020-10-14,30.0,2020-11-13
2013-02-20,2802.0,2020-10-23
2019-05-13,,
2020-09-13,79.0,2020-12-01
2016-10-25,1626.0,2021-04-08
2012-04-01,3347.0,2021-05-31
2013-09-04,2860.0,2021-07-04
2018-03-17,974.0,2020-11-15
2015-08-25,1926.0,2020-12-02
2020-10-10,28.0,2020-11-07
2018-07-22,888.0,2020-12-26
2011-01-25,3583.0,2020-11-16
2020-10-21,54.0,2020-12-14
2020-05-13,,
2019-09-08,,
2020-08-01,365.0,2021-08-01
2009-09-03,4279.0,2021-05-22
2014-04-10,2394.0,2020-10-29
2017-04-10,1364.0,2021-01-03
2015-07-15,1943.0,2020-11-08
2014-08-16,2360.0,2021-01-31
2020-10-11,3.0,2020-10-14
2013-09-30,2600.0,2020-11-12
2014-09-24,2349.0,2021-02-28
2020-10-21,152.0,2021-03-22
2016-03-03,1732.0,2020-11-29
2010-03-29,4151.0,2021-08-09
2012-02-16,3433.0,2021-07-11
2020-05-25,167.0,2020-11-08
2017-12-13,1098.0,2020-12-15
2020-04-02,416.0,2021-05-23
2018-03-06,985.0,2020-11-15
2019-08-23,437.0,2020-11-02
2019-07-23,573.0,2021-02-15
2020-06-12,149.0,2020-11-08
2016-10-23,1674.0,2021-05-24
2019-07-23,508.0,2020-12-12
2014-08-01,,
2014-12-12,,
2016-05-25,,
2016-08-03,1570.0,2020-11-20
2020-08-26,60.0,2020-10-25
2019-09-07,527.0,2021-02-15
2017-02-18,1353.0,2020-11-02
2010-11-19,3904.0,2021-07-28
2020-10-13,68.0,2020-12-20
2015-10-30,1899.0,2021-01-10
2015-12-27,1764.0,2020-10-25
2009-07-19,,
2018-11-05,782.0,2020-12-26
2019-02-16,970.0,2021-10-13
2020-10-09,17.0,2020-10-26
2018-07-22,863.0,2020-12-01
2013-06-14,2761.0,2021-01-04
2020-09-01,,
2014-04-16,2696.0,2021-09-02
2012-12-02,3185.0,2021-08-22
2016-09-12,1532.0,2020-11-22
2016-08-25,,
2017-06-27,1246.0,2020-11-24
2019-06-06,512.0,2020-10-30
2013-09-19,,
2020-09-24,416.0,2021-11-14
2012-08-11,,
2012-10-06,,
2016-09-11,1601.0,2021-01-29
2012-10-02,3393.0,2022-01-16
2020-10-22,25.0,2020-11-16
2020-02-19,,
2014-08-01,2387.0,2021-02-12
2018-07-24,987.0,2021-04-06
2014-10-14,2465.0,2021-07-14
2011-07-09,,
2015-08-16,2015.0,2021-02-20
2020-10-13,,
2017-01-08,1425.0,2020-12-03
2020-08-27,120.0,2020-12-25
2014-08-01,,
2020-10-13,,
2013-05-27,2854.0,2021-03-20
2015-12-16,1838.0,2020-12-27
2019-10-14,449.0,2021-01-05
2012-08-11,3034.0,2020-12-01
2020-10-13,322.0,2021-08-31
2017-04-30,1614.0,2021-09-30
2020-10-23,2.0,2020-10-25
2018-07-05,892.0,2020-12-13
2016-03-02,1768.0,2021-01-03
2012-08-11,3095.0,2021-01-31
2017-04-13,,
2020-10-19,15.0,2020-11-03
2020-08-02,,
2018-12-23,759.0,2021-01-20
2013-11-22,,
2012-06-14,3236.0,2021-04-24
2015-05-13,2159.0,2021-04-10
2020-09-06,54.0,2020-10-30
2016-12-16,,
2020-10-19,28.0,2020-11-16
2016-12-16,1660.0,2021-07-03
2016-12-16,,
2017-09-19,1204.0,2021-01-05
2012-08-11,,
2019-10-21,,
2012-10-22,,
2020-10-24,51.0,2020-12-14
2016-12-16,,
2018-09-07,813.0,2020-11-28
2018-09-02,820.0,2020-11-30
2020-10-23,5.0,2020-10-28
2018-07-01,861.0,2020-11-08
2013-08-20,,
2011-07-09,3619.0,2021-06-05
2019-02-08,723.0,2021-01-31
2018-07-05,1069.0,2021-06-08
2017-03-14,1366.0,2020-12-09
2009-02-03,4405.0,2021-02-25
2019-09-02,436.0,2020-11-11
2016-05-07,,
2020-10-13,,
2020-10-13,138.0,2021-02-28
2013-05-05,2802.0,2021-01-05
2020-10-13,99.0,2021-01-20
2017-11-09,1290.0,2021-05-22
2012-06-23,3115.0,2021-01-02
2018-07-05,,
2011-04-16,,
2016-03-06,2108.0,2021-12-13
2019-11-19,,
2014-05-31,2549.0,2021-05-23
2018-07-05,,
2018-11-23,948.0,2021-06-28
2020-09-30,,
2014-07-29,2437.0,2021-03-31
2015-03-23,,
2015-09-12,,
2020-09-08,98.0,2020-12-15
2016-12-16,,
2012-03-24,3165.0,2020-11-22
2014-03-18,2645.0,2021-06-14
2013-06-06,,
2016-12-16,,
2012-07-16,3668.0,2022-08-01
2016-10-01,1506.0,2020-11-15
2011-04-18,4123.0,2022-08-01
2014-02-03,,
2019-01-25,1029.0,2021-11-19
2020-02-06,,
2016-11-03,,
2019-10-21,,
2014-08-01,,
2018-01-29,1050.0,2020-12-14
2014-09-23,2337.0,2021-02-15
2018-05-22,1440.0,2022-05-01
2013-10-17,3000.0,2022-01-03
2013-11-20,2831.0,2021-08-21
2020-10-05,,
2018-07-24,1101.0,2021-07-29
2018-01-29,1208.0,2021-05-21
2016-07-15,1601.0,2020-12-02
2020-10-26,,
2018-01-29,1372.0,2021-11-01
2012-07-08,,
2012-08-11,3064.0,2020-12-31
2016-04-26,,
2012-07-08,3280.0,2021-07-01
2016-12-16,,
2012-08-11,3519.0,2022-03-31
2019-11-06,,
2015-01-06,2247.0,2021-03-02
2014-04-05,2913.0,2022-03-27
2012-08-11,,
2013-01-19,2850.0,2020-11-08
2011-09-17,3336.0,2020-11-04
2020-09-18,92.0,2020-12-19
2020-10-31,11.0,2020-11-11
2020-10-31,5.0,2020-11-05
2020-11-04,,
2015-03-31,2064.0,2020-11-23
2020-01-18,,
2014-10-14,2494.0,2021-08-12
2012-08-11,3034.0,2020-12-01
2012-06-25,,
2016-04-20,2224.0,2022-05-23
2016-03-27,,
2011-08-26,3641.0,2021-08-14
2018-09-15,780.0,2020-11-03
2013-10-07,2770.0,2021-05-08
2012-08-11,3034.0,2020-12-01
2012-08-11,3215.0,2021-05-31
2014-05-11,2410.0,2020-12-15
2020-11-05,80.0,2021-01-24
2009-02-03,4377.0,2021-01-28
2016-01-19,1799.0,2020-12-22
2014-05-28,2375.0,2020-11-27
2015-02-12,2392.0,2021-08-31
2015-12-08,,
2015-07-18,1967.0,2020-12-05
2020-09-09,57.0,2020-11-05
2017-01-23,1392.0,2020-11-15
2016-04-11,1865.0,2021-05-20
2019-06-05,527.0,2020-11-13
2013-09-26,2623.0,2020-12-01
2019-07-03,,
2015-12-16,2068.0,2021-08-14
2010-07-06,3994.0,2021-06-12
2015-07-22,1941.0,2020-11-13
