host_since,diff_host_since,first_review
2016-01-10,148.0,2016-06-06
2014-12-02,,
2014-10-10,508.0,2016-03-01
2011-06-28,1693.0,2016-02-15
2014-11-20,,
2011-07-22,1643.0,2016-01-20
2016-01-11,71.0,2016-03-22
2015-12-26,,
2014-06-16,750.0,2016-07-05
2015-12-27,87.0,2016-03-23
2014-10-30,,
2015-11-04,114.0,2016-02-26
2011-06-28,1701.0,2016-02-23
2012-11-11,1232.0,2016-03-27
2015-12-04,486.0,2017-04-03
2015-12-27,256.0,2016-09-08
2014-07-17,914.0,2017-01-16
2013-10-20,840.0,2016-02-07
2014-08-15,,
2016-01-11,265.0,2016-10-02
2012-03-04,1496.0,2016-04-08
2016-01-11,,
2015-04-25,332.0,2016-03-22
2014-04-09,706.0,2016-03-15
2015-08-24,130.0,2016-01-01
2016-01-01,,
2012-04-10,1569.0,2016-07-27
2015-12-28,8.0,2016-01-05
2014-03-16,879.0,2016-08-11
2016-01-01,82.0,2016-03-23
2016-01-11,15.0,2016-01-26
2016-01-11,,
2015-04-28,295.0,2016-02-17
2015-12-28,,
2015-08-07,202.0,2016-02-25
2011-10-05,1635.0,2016-03-27
2015-05-07,,
2013-10-18,853.0,2016-02-18
2015-06-25,214.0,2016-01-25
2015-12-28,4.0,2016-01-01
2015-03-16,,
2016-01-11,587.0,2017-08-20
2014-04-14,810.0,2016-07-02
2015-12-28,,
2014-03-11,736.0,2016-03-16
2015-08-04,1082.0,2018-07-21
2014-07-01,676.0,2016-05-07
2013-03-25,1057.0,2016-02-15
2011-02-13,1786.0,2016-01-04
2014-04-09,,
2014-10-28,558.0,2016-05-08
2012-11-23,,
2014-04-22,715.0,2016-04-06
2013-10-07,853.0,2016-02-07
2013-06-30,974.0,2016-02-29
2016-01-12,,
2016-01-03,126.0,2016-05-08
2016-01-12,93.0,2016-04-14
2015-07-07,,
2013-11-22,,
2016-01-03,231.0,2016-08-21
2016-01-16,127.0,2016-05-22
2016-01-17,40.0,2016-02-26
2013-04-22,1251.0,2016-09-24
2015-04-30,271.0,2016-01-26
2016-01-12,5.0,2016-01-17
2015-08-01,377.0,2016-08-12
2016-01-03,,
2016-01-03,,
2013-11-19,893.0,2016-04-30
2013-12-07,,
2016-01-03,260.0,2016-09-19
2012-05-11,1506.0,2016-06-25
2016-01-17,,
2012-05-26,,
2014-07-24,598.0,2016-03-13
2014-06-17,628.0,2016-03-06
2016-01-12,61.0,2016-03-13
2014-11-15,745.0,2016-11-29
2016-01-12,1.0,2016-01-13
2015-06-19,258.0,2016-03-03
2016-01-04,,
2012-11-14,1245.0,2016-04-12
2012-09-10,1316.0,2016-04-18
2016-01-12,1.0,2016-01-13
2011-12-20,,
2013-12-11,856.0,2016-04-15
2014-09-11,,
2016-01-17,92.0,2016-04-18
2016-01-17,29.0,2016-02-15
2015-12-13,64.0,2016-02-15
2012-05-08,,
2015-12-25,85.0,2016-03-19
2014-06-15,691.0,2016-05-06
2011-07-27,1656.0,2016-02-07
2014-12-17,506.0,2016-05-06
2012-04-22,1395.0,2016-02-16
2013-07-17,,
2014-02-28,,
2015-10-21,207.0,2016-05-15
2016-01-04,,
2016-01-18,,
2015-03-23,,
2012-06-04,,
2016-01-18,,
2013-08-09,884.0,2016-01-10
2014-07-07,563.0,2016-01-21
2014-07-31,562.0,2016-02-13
2016-01-18,,
2015-09-19,246.0,2016-05-22
2015-03-16,413.0,2016-05-02
2015-10-01,106.0,2016-01-15
2015-06-28,,
2014-05-24,,
2016-01-04,164.0,2016-06-16
2013-09-12,1792.0,2018-08-09
2015-03-31,351.0,2016-03-16
2013-04-04,,
2013-11-11,839.0,2016-02-28
2014-06-19,787.0,2016-08-14
2015-02-13,398.0,2016-03-17
2015-12-16,136.0,2016-04-30
2014-06-24,660.0,2016-04-14
2013-07-27,2606.0,2020-09-14
2015-02-13,342.0,2016-01-21
2011-01-12,1884.0,2016-03-10
2016-01-05,,
2015-11-04,,
2015-12-16,335.0,2016-11-15
2012-07-18,1307.0,2016-02-15
2013-06-03,1225.0,2016-10-10
2016-01-05,,
2015-03-21,427.0,2016-05-21
2016-01-05,26.0,2016-01-31
2016-01-13,9.0,2016-01-22
2016-01-05,,
2015-01-01,452.0,2016-03-28
2016-01-05,1263.0,2019-06-21
2016-01-13,173.0,2016-07-04
2013-12-03,1391.0,2017-09-24
2015-06-14,236.0,2016-02-05
2013-07-30,1019.0,2016-05-14
2016-01-05,9.0,2016-01-14
2015-09-25,179.0,2016-03-22
2011-11-19,2495.0,2018-09-18
2015-05-05,,
2012-01-02,,
2013-01-17,,
2014-05-23,605.0,2016-01-18
2016-01-05,59.0,2016-03-04
2016-01-05,41.0,2016-02-15
2016-01-05,510.0,2017-05-29
2008-09-07,2916.0,2016-09-01
2016-01-14,,
2012-07-27,,
2015-12-16,108.0,2016-04-02
2016-01-05,15.0,2016-01-20
2014-02-15,728.0,2016-02-13
2014-12-18,410.0,2016-02-01
2012-08-02,1290.0,2016-02-13
2014-01-01,964.0,2016-08-22
2013-02-21,,
2015-12-14,90.0,2016-03-13
2015-03-01,802.0,2017-05-11
2015-03-09,,
2015-12-16,117.0,2016-04-11
2013-11-07,,
2016-01-06,25.0,2016-01-31
2011-07-13,1646.0,2016-01-14
2016-01-15,12.0,2016-01-27
2014-10-20,523.0,2016-03-26
2015-05-23,254.0,2016-02-01
2014-05-07,930.0,2016-11-22
2015-09-24,408.0,2016-11-05
2013-02-04,1110.0,2016-02-19
2016-01-06,,
2015-12-16,117.0,2016-04-11
2012-11-28,1299.0,2016-06-19
2015-01-19,2325.0,2021-06-01
2016-01-06,73.0,2016-03-19
2013-04-07,,
2015-05-31,445.0,2016-08-18
2016-01-21,89.0,2016-04-19
2016-01-22,,
2013-09-15,1021.0,2016-07-02
2011-04-21,,
2013-10-10,933.0,2016-04-30
2016-01-26,,
2016-01-26,100.0,2016-05-05
2015-10-03,157.0,2016-03-08
2016-01-26,46.0,2016-03-12
2014-01-20,,
2013-09-01,,
2015-12-14,60.0,2016-02-12
2016-01-22,,
2016-01-22,,
2016-01-22,3.0,2016-01-25
2011-08-04,1714.0,2016-04-13
2016-01-23,,
2016-01-26,34.0,2016-02-29
2015-11-11,,
2016-01-23,33.0,2016-02-25
2015-03-25,435.0,2016-06-02
2013-07-10,950.0,2016-02-15
2014-10-06,565.0,2016-04-23
2016-01-23,,
2010-12-29,,
2016-01-03,79.0,2016-03-22
2016-02-08,111.0,2016-05-29
2013-11-26,917.0,2016-05-31
2015-11-01,,
2016-01-27,,
2016-01-23,17.0,2016-02-09
2016-01-24,,
2011-07-09,,
2014-06-25,923.0,2017-01-03
2014-01-10,869.0,2016-05-28
2015-09-02,167.0,2016-02-16
2016-01-27,,
2012-12-02,2408.0,2019-07-07
2014-07-21,594.0,2016-03-06
2014-04-25,679.0,2016-03-04
2015-09-25,170.0,2016-03-13
2016-01-27,705.0,2018-01-01
2012-04-11,1581.0,2016-08-09
2014-05-17,957.0,2016-12-29
2016-02-09,40.0,2016-03-20
2016-01-27,,
2016-01-24,152.0,2016-06-24
2013-06-06,1820.0,2018-05-31
2014-08-03,,
2011-07-02,1704.0,2016-03-01
2013-01-24,,
2016-02-09,70.0,2016-04-19
2016-02-09,44.0,2016-03-24
2013-08-19,1109.0,2016-09-01
2012-12-06,1210.0,2016-03-30
2016-02-10,33.0,2016-03-14
2012-01-22,1807.0,2017-01-02
2014-08-27,753.0,2016-09-18
2014-06-20,,
2014-06-03,,
2014-11-29,,
2011-07-18,1717.0,2016-03-30
2016-01-28,,
2016-02-10,15.0,2016-02-25
2015-01-02,396.0,2016-02-02
2012-12-26,1181.0,2016-03-21
2016-01-29,,
2013-08-03,,
2013-11-27,817.0,2016-02-22
2014-07-24,650.0,2016-05-04
2013-04-27,1218.0,2016-08-27
2015-04-17,304.0,2016-02-15
2015-06-08,281.0,2016-03-15
2013-02-13,1133.0,2016-03-22
2016-01-25,36.0,2016-03-01
2011-10-25,,
2016-01-29,,
2015-03-17,347.0,2016-02-27
2015-01-01,1410.0,2018-11-11
2013-07-08,,
2013-07-22,1100.0,2016-07-26
2014-12-20,,
2014-02-18,1410.0,2017-12-29
2014-07-03,,
2012-04-29,1664.0,2016-11-18
2015-09-06,233.0,2016-04-26
2016-01-25,124.0,2016-05-28
2015-07-10,401.0,2016-08-14
2016-02-11,8.0,2016-02-19
2013-02-17,1324.0,2016-10-03
2014-07-03,,
2012-05-24,1569.0,2016-09-09
2016-02-11,,
2013-07-15,981.0,2016-03-22
2016-02-02,,
2011-08-03,1794.0,2016-07-01
2015-12-16,129.0,2016-04-23
2016-02-11,10.0,2016-02-21
2015-11-14,100.0,2016-02-22
2016-02-12,23.0,2016-03-06
2016-02-12,164.0,2016-07-25
2015-12-16,228.0,2016-07-31
2015-12-15,,
2016-01-30,47.0,2016-03-17
2016-01-30,77.0,2016-04-16
2016-02-12,9.0,2016-02-21
2016-01-30,841.0,2018-05-20
2012-11-28,1173.0,2016-02-14
2016-02-21,,
2014-04-27,2006.0,2019-10-24
2012-07-03,1397.0,2016-04-30
2014-07-17,,
2012-11-22,2320.0,2019-03-31
2013-05-01,1118.0,2016-05-23
2014-10-12,1137.0,2017-11-22
2011-07-16,1698.0,2016-03-09
2014-11-10,1645.0,2019-05-13
2013-10-07,1184.0,2017-01-03
2014-11-25,543.0,2016-05-21
2016-02-03,,
2016-02-01,28.0,2016-02-29
2014-10-27,778.0,2016-12-13
2015-12-07,298.0,2016-09-30
2012-02-15,,
2016-02-01,,
2015-07-17,651.0,2017-04-28
2016-02-02,196.0,2016-08-16
2014-07-25,611.0,2016-03-27
2016-02-22,24.0,2016-03-17
2013-06-02,1175.0,2016-08-20
2014-09-02,621.0,2016-05-15
2013-04-22,1059.0,2016-03-16
2015-05-17,,
2016-02-02,1179.0,2019-04-26
2014-07-09,,
2015-12-16,102.0,2016-03-27
2014-10-22,678.0,2016-08-30
2015-09-29,230.0,2016-05-16
2013-06-04,1006.0,2016-03-06
2015-12-16,107.0,2016-04-01
2016-02-22,61.0,2016-04-23
2016-02-23,43.0,2016-04-06
2016-01-02,463.0,2017-04-09
2016-02-14,229.0,2016-09-30
2016-02-02,12.0,2016-02-14
2016-02-23,,
2014-08-14,,
2015-04-03,354.0,2016-03-22
2013-08-14,924.0,2016-02-24
2015-02-13,961.0,2017-10-01
2013-05-07,,
2014-10-08,,
2012-02-20,1620.0,2016-07-28
2016-02-03,168.0,2016-07-20
2015-09-18,347.0,2016-08-30
2011-01-19,2214.0,2017-02-10
2016-02-15,63.0,2016-04-18
2016-02-23,543.0,2017-08-19
2012-10-20,1310.0,2016-05-22
2015-12-16,116.0,2016-04-10
2016-02-03,9.0,2016-02-12
2013-01-05,,
2016-02-16,23.0,2016-03-10
2016-02-03,,
2013-01-12,,
2014-08-27,564.0,2016-03-13
2013-05-21,1060.0,2016-04-15
2013-01-16,1163.0,2016-03-24
2016-02-24,25.0,2016-03-20
2016-02-03,35.0,2016-03-09
2011-08-03,1691.0,2016-03-20
2015-05-07,669.0,2017-03-06
2016-02-04,,
2014-08-02,577.0,2016-03-01
2015-04-19,320.0,2016-03-04
2015-12-16,226.0,2016-07-29
2016-02-16,9.0,2016-02-25
2015-10-03,1240.0,2019-02-24
2013-06-05,2138.0,2019-04-13
2013-08-18,912.0,2016-02-16
2012-01-18,1649.0,2016-07-24
2016-02-17,49.0,2016-04-06
2013-09-30,936.0,2016-04-23
2013-03-22,1113.0,2016-04-08
2014-02-24,1381.0,2017-12-06
2016-02-17,83.0,2016-05-10
2016-02-24,,
2011-02-13,2625.0,2018-04-22
2014-12-13,,
2016-02-04,603.0,2017-09-29
2014-07-08,653.0,2016-04-21
2015-04-11,500.0,2016-08-23
2014-01-03,,
2013-10-14,,
2013-10-14,,
2015-04-24,,
2016-02-24,84.0,2016-05-18
2014-03-14,729.0,2016-03-12
2014-03-10,753.0,2016-04-01
2014-06-17,1107.0,2017-06-28
2013-07-28,990.0,2016-04-13
2015-10-27,117.0,2016-02-21
2013-03-27,1077.0,2016-03-08
2014-04-09,,
2015-12-16,471.0,2017-03-31
2015-12-16,82.0,2016-03-07
2011-12-21,1663.0,2016-07-10
2014-11-22,586.0,2016-06-30
2013-08-06,,
2015-07-10,263.0,2016-03-29
2015-12-16,294.0,2016-10-05
2015-07-10,294.0,2016-04-29
2013-02-04,1250.0,2016-07-08
2013-03-07,1125.0,2016-04-05
2016-02-26,35.0,2016-04-01
2016-02-26,,
2012-04-26,,
2015-12-02,,
2013-11-22,,
2016-02-06,50.0,2016-03-27
2016-02-26,2.0,2016-02-28
2015-03-19,426.0,2016-05-18
2016-02-26,106.0,2016-06-11
2015-01-12,439.0,2016-03-26
2016-02-26,22.0,2016-03-19
2015-11-12,119.0,2016-03-10
2012-11-10,,
2014-03-27,723.0,2016-03-19
2011-07-17,1708.0,2016-03-20
2016-02-19,137.0,2016-07-05
2016-02-26,45.0,2016-04-11
2016-02-27,142.0,2016-07-18
2016-02-07,98.0,2016-05-15
2013-05-13,1022.0,2016-02-29
2014-05-06,699.0,2016-04-04
2015-10-19,118.0,2016-02-14
2016-02-27,104.0,2016-06-10
2015-08-24,221.0,2016-04-01
2011-08-04,1671.0,2016-03-01
2014-11-18,632.0,2016-08-11
2015-10-21,147.0,2016-03-16
2015-09-20,,
2016-02-08,,
2016-01-04,,
2014-10-01,593.0,2016-05-16
2015-12-03,124.0,2016-04-05
2016-01-15,,
2015-05-21,,
2016-02-28,33.0,2016-04-01
2016-02-08,37.0,2016-03-16
2012-01-04,1822.0,2016-12-30
2014-09-29,545.0,2016-03-27
2012-07-27,,
2011-05-10,1779.0,2016-03-23
2014-09-30,542.0,2016-03-25
2016-02-08,55.0,2016-04-03
2011-07-16,1750.0,2016-04-30
2016-02-27,40.0,2016-04-07
2014-09-30,1450.0,2018-09-19
2015-11-02,,
2013-03-05,,
2014-05-05,,
2014-03-04,743.0,2016-03-16
2011-09-11,3997.0,2022-08-21
2011-06-24,1724.0,2016-03-13
2015-02-17,,
2015-12-16,228.0,2016-07-31
2014-01-29,796.0,2016-04-04
2016-01-22,65.0,2016-03-27
2016-02-19,,
2013-06-21,,
2016-02-28,166.0,2016-08-12
2014-11-30,,
2015-12-25,82.0,2016-03-16
2014-10-15,550.0,2016-04-17
2015-06-12,271.0,2016-03-09
2016-03-01,49.0,2016-04-19
2015-05-09,,
2015-12-16,185.0,2016-06-18
2016-03-01,22.0,2016-03-23
2016-02-16,36.0,2016-03-23
2016-02-29,741.0,2018-03-11
2013-08-14,959.0,2016-03-30
2015-06-19,347.0,2016-05-31
2013-12-11,,
2013-11-03,1030.0,2016-08-29
2013-01-17,1504.0,2017-03-01
2014-07-09,978.0,2017-03-13
2015-09-16,,
2014-03-14,736.0,2016-03-19
2013-08-16,1010.0,2016-05-22
2016-02-20,,
2015-02-14,553.0,2016-08-20
2014-05-14,,
2015-04-25,341.0,2016-03-31
2015-12-07,443.0,2017-02-22
2012-11-28,1212.0,2016-03-24
2013-07-20,1013.0,2016-04-28
2015-12-16,95.0,2016-03-20
2011-06-13,1760.0,2016-04-07
2016-02-09,47.0,2016-03-27
2015-12-16,240.0,2016-08-12
2013-12-18,,
2015-08-26,200.0,2016-03-13
2012-08-29,1292.0,2016-03-13
2014-06-18,886.0,2016-11-20
2014-12-21,468.0,2016-04-02
2016-03-03,266.0,2016-11-24
2015-07-21,,
2015-08-26,425.0,2016-10-24
2015-07-22,270.0,2016-04-17
2016-03-03,87.0,2016-05-29
2016-02-23,242.0,2016-10-22
2016-03-01,,
2013-08-06,986.0,2016-04-18
2014-04-30,690.0,2016-03-20
2016-03-03,367.0,2017-03-05
2013-10-14,979.0,2016-06-19
2016-03-11,,
2016-03-03,38.0,2016-04-10
2016-03-11,25.0,2016-04-05
2015-12-05,,
2013-03-25,,
2011-09-11,1655.0,2016-03-23
2013-01-24,1149.0,2016-03-18
2015-02-09,431.0,2016-04-15
2016-03-11,51.0,2016-05-01
2014-08-06,,
2015-06-30,281.0,2016-04-06
2014-05-12,1547.0,2018-08-06
2014-03-25,734.0,2016-03-28
2015-12-15,82.0,2016-03-06
2016-03-03,181.0,2016-08-31
2015-12-16,197.0,2016-06-30
2016-02-10,153.0,2016-07-12
2016-03-20,8.0,2016-03-28
2016-03-20,57.0,2016-05-16
2015-05-01,346.0,2016-04-11
2015-06-26,,
2016-02-16,41.0,2016-03-28
2016-03-12,79.0,2016-05-30
2014-08-16,1090.0,2017-08-10
2014-03-17,760.0,2016-04-15
2013-03-01,2809.0,2020-11-08
2012-10-04,2038.0,2018-05-04
2016-03-05,797.0,2018-05-11
2012-05-15,,
2014-05-08,677.0,2016-03-15
2016-03-05,27.0,2016-04-01
2015-12-16,149.0,2016-05-13
2016-03-21,72.0,2016-06-01
2015-11-26,878.0,2018-04-22
2016-03-03,273.0,2016-12-01
2016-03-21,43.0,2016-05-03
2012-05-28,1393.0,2016-03-21
2010-05-01,2146.0,2016-03-16
2016-03-06,30.0,2016-04-05
2012-12-15,1198.0,2016-03-27
2015-10-17,165.0,2016-03-30
2013-03-09,,
2012-10-20,1245.0,2016-03-18
2011-06-06,1866.0,2016-07-15
2016-03-03,212.0,2016-10-01
2016-03-13,294.0,2017-01-01
2015-12-05,2326.0,2022-04-18
2014-05-20,722.0,2016-05-11
2013-12-06,841.0,2016-03-26
2015-10-18,185.0,2016-04-20
2009-07-15,2448.0,2016-03-28
2014-07-03,2924.0,2022-07-05
2016-03-06,27.0,2016-04-02
2015-10-17,,
2016-03-13,64.0,2016-05-16
2016-03-06,,
2015-06-05,2641.0,2022-08-28
2015-02-21,409.0,2016-04-05
2015-01-17,,
2015-01-28,502.0,2016-06-13
2013-05-14,1044.0,2016-03-23
2016-03-13,211.0,2016-10-10
2014-09-15,808.0,2016-12-01
2015-06-07,350.0,2016-05-22
2015-01-19,,
2014-03-19,,
2013-06-15,,
2015-01-19,,
2015-11-21,123.0,2016-03-23
2016-03-07,,
2015-12-30,,
2010-05-01,2156.0,2016-03-26
2016-03-23,75.0,2016-06-06
2011-09-15,1645.0,2016-03-17
2011-02-26,1865.0,2016-04-05
2015-03-30,,
2016-01-05,,
2013-09-08,,
2016-03-03,242.0,2016-10-31
2016-03-14,13.0,2016-03-27
2015-03-30,,
2013-01-08,,
2015-12-05,129.0,2016-04-12
2015-03-30,968.0,2017-11-22
2016-03-07,75.0,2016-05-21
2016-03-14,,
2016-03-07,25.0,2016-04-01
2013-09-10,930.0,2016-03-28
2014-10-03,591.0,2016-05-16
2012-09-30,1280.0,2016-04-02
2016-03-14,34.0,2016-04-17
2014-09-22,,
2014-03-20,882.0,2016-08-18
2013-09-26,,
2016-03-14,103.0,2016-06-25
2010-05-01,2153.0,2016-03-23
2013-11-11,993.0,2016-07-31
2012-10-07,1323.0,2016-05-22
2014-10-21,658.0,2016-08-09
2013-01-25,,
2015-09-19,230.0,2016-05-06
2014-07-27,993.0,2017-04-15
2015-09-13,,
2013-03-31,1149.0,2016-05-23
2014-02-06,879.0,2016-07-04
2016-03-03,281.0,2016-12-09
2016-03-08,15.0,2016-03-23
2014-04-25,1129.0,2017-05-28
2015-12-15,,
2016-03-03,479.0,2017-06-25
2015-12-16,269.0,2016-09-10
2016-03-03,178.0,2016-08-28
2015-07-07,,
2016-02-19,36.0,2016-03-26
2015-03-24,363.0,2016-03-21
2012-05-15,,
2015-12-16,153.0,2016-05-17
2012-10-14,1408.0,2016-08-22
2016-03-17,154.0,2016-08-18
2014-03-19,,
2013-10-20,889.0,2016-03-27
2015-05-20,1425.0,2019-04-14
2012-01-23,1639.0,2016-07-19
2013-02-27,1130.0,2016-04-02
2010-03-02,2768.0,2017-09-29
2016-03-15,130.0,2016-07-23
2016-03-08,22.0,2016-03-30
2015-08-23,312.0,2016-06-30
2015-07-21,307.0,2016-05-23
2015-12-01,139.0,2016-04-18
2015-07-30,237.0,2016-03-23
2011-12-09,1752.0,2016-09-25
2015-12-16,267.0,2016-09-08
2016-03-03,567.0,2017-09-21
2016-03-03,587.0,2017-10-11
2009-03-26,2610.0,2016-05-18
2014-04-19,750.0,2016-05-08
2014-10-21,605.0,2016-06-17
2015-10-05,571.0,2017-04-28
2011-03-13,1850.0,2016-04-05
2011-08-18,1690.0,2016-04-03
2014-12-10,581.0,2016-07-13
2016-03-09,3.0,2016-03-12
2015-03-30,688.0,2017-02-15
2014-02-03,,
2014-07-21,680.0,2016-05-31
2015-12-16,167.0,2016-05-31
2015-12-16,136.0,2016-04-30
2016-03-17,40.0,2016-04-26
2013-05-23,,
2016-03-16,5.0,2016-03-21
2014-05-20,720.0,2016-05-09
2016-03-09,41.0,2016-04-19
2015-10-24,165.0,2016-04-06
2016-03-09,,
2015-11-28,121.0,2016-03-28
2016-03-06,14.0,2016-03-20
2016-03-10,31.0,2016-04-10
2013-12-14,833.0,2016-03-26
2015-12-27,,
2015-12-27,90.0,2016-03-26
2016-03-16,76.0,2016-05-31
2012-10-08,1293.0,2016-04-23
2013-07-24,1039.0,2016-05-28
2010-11-19,2057.0,2016-07-07
2013-03-07,1130.0,2016-04-10
2015-10-05,216.0,2016-05-08
2012-05-11,,
2016-03-25,3.0,2016-03-28
2015-12-16,140.0,2016-05-04
2014-07-07,638.0,2016-04-05
2016-03-17,30.0,2016-04-16
2015-06-02,1151.0,2018-07-27
2016-03-02,61.0,2016-05-02
2016-03-03,181.0,2016-08-31
2016-02-27,26.0,2016-03-24
2015-04-06,377.0,2016-04-17
2016-03-10,444.0,2017-05-28
2014-08-13,583.0,2016-03-18
2015-06-02,1219.0,2018-10-03
2016-03-15,1937.0,2021-07-04
2016-03-18,135.0,2016-07-31
2014-01-15,3064.0,2022-06-06
2016-03-26,1610.0,2020-08-22
2016-03-26,,
2016-03-03,164.0,2016-08-14
2014-11-29,526.0,2016-05-08
2015-06-01,353.0,2016-05-19
2016-03-26,44.0,2016-05-09
2015-06-09,,
2015-12-06,,
2016-03-13,646.0,2017-12-19
2013-05-06,1112.0,2016-05-22
2014-08-13,,
2015-08-30,,
2016-03-18,4.0,2016-03-22
2013-02-13,1150.0,2016-04-08
2015-06-20,331.0,2016-05-16
2013-09-30,911.0,2016-03-29
2013-09-17,923.0,2016-03-28
2016-03-29,1.0,2016-03-30
2016-03-19,22.0,2016-04-10
2013-07-22,,
2016-01-17,228.0,2016-09-01
2015-09-25,,
2012-12-27,1228.0,2016-05-08
2014-03-10,1962.0,2019-07-24
2015-07-28,272.0,2016-04-25
2016-03-26,,
2016-03-29,19.0,2016-04-17
2015-12-16,314.0,2016-10-25
2016-03-29,,
2012-12-12,1279.0,2016-06-13
2012-09-13,,
2012-09-13,1381.0,2016-06-25
2013-02-27,1220.0,2016-07-01
2014-07-07,700.0,2016-06-06
2014-07-06,,
2015-04-25,,
2016-03-27,42.0,2016-05-08
2014-11-28,574.0,2016-06-24
2015-08-12,,
2015-11-01,198.0,2016-05-17
2014-01-11,919.0,2016-07-18
2014-07-08,746.0,2016-07-23
2016-03-27,14.0,2016-04-10
2013-06-30,1031.0,2016-04-26
2016-04-08,10.0,2016-04-18
2014-04-09,850.0,2016-08-06
2014-03-06,783.0,2016-04-27
2015-12-16,,
2015-06-08,384.0,2016-06-26
2015-01-22,485.0,2016-05-21
2015-04-14,458.0,2016-07-15
2015-09-09,,
2014-01-15,889.0,2016-06-22
2015-05-10,378.0,2016-05-22
2011-12-17,1594.0,2016-04-28
2013-12-12,852.0,2016-04-12
2015-11-14,168.0,2016-04-30
2015-11-02,,
2016-03-16,31.0,2016-04-16
2013-11-22,,
2015-07-13,273.0,2016-04-11
2016-03-28,34.0,2016-05-01
2012-02-05,,
2015-03-30,,
2015-12-21,151.0,2016-05-20
2012-06-12,2126.0,2018-04-08
2012-07-07,1415.0,2016-05-22
2015-04-08,394.0,2016-05-06
2012-07-17,1412.0,2016-05-29
2012-06-09,1486.0,2016-07-04
2013-02-13,1286.0,2016-08-22
2015-03-30,1097.0,2018-03-31
2012-12-21,,
2016-04-09,105.0,2016-07-23
2016-01-12,125.0,2016-05-16
2016-01-09,88.0,2016-04-06
2015-01-20,488.0,2016-05-22
2016-03-31,31.0,2016-05-01
2010-07-15,,
2012-02-07,1664.0,2016-08-28
2015-03-30,1431.0,2019-02-28
2011-09-19,1834.0,2016-09-26
2011-03-13,1853.0,2016-04-08
2016-04-10,7.0,2016-04-17
2014-07-19,632.0,2016-04-11
2012-09-18,1800.0,2017-08-23
2015-05-29,363.0,2016-05-26
2016-04-10,4.0,2016-04-14
2013-11-15,,
2015-11-30,126.0,2016-04-04
2012-03-09,,
2011-03-06,1900.0,2016-05-18
2016-04-14,33.0,2016-05-17
2016-04-14,33.0,2016-05-17
2013-08-25,1022.0,2016-06-12
2015-08-07,324.0,2016-06-26
2012-06-24,1414.0,2016-05-08
2016-03-27,1221.0,2019-07-31
2016-04-10,22.0,2016-05-02
2016-02-02,60.0,2016-04-02
2011-08-14,1712.0,2016-04-21
2014-09-24,,
2013-07-14,1190.0,2016-10-16
2016-02-29,208.0,2016-09-24
2014-02-17,814.0,2016-05-11
2013-09-06,971.0,2016-05-04
2014-06-11,675.0,2016-04-16
2016-04-10,,
2015-11-03,174.0,2016-04-25
2013-08-21,1117.0,2016-09-11
2015-07-30,304.0,2016-05-29
2011-05-29,1791.0,2016-04-23
2015-10-28,205.0,2016-05-20
2016-04-16,450.0,2017-07-10
2015-06-28,313.0,2016-05-06
2014-02-10,,
2015-12-07,1089.0,2018-11-30
2015-03-07,397.0,2016-04-07
2016-04-04,32.0,2016-05-06
2016-04-01,,
2015-12-24,137.0,2016-05-09
2011-07-08,1776.0,2016-05-18
2016-04-02,22.0,2016-04-24
2015-05-21,436.0,2016-07-30
2016-04-10,26.0,2016-05-06
2015-09-15,259.0,2016-05-31
2015-07-18,,
2015-01-20,453.0,2016-04-17
2016-04-17,20.0,2016-05-07
2016-04-17,,
2015-06-28,,
2015-04-19,398.0,2016-05-21
2014-02-11,947.0,2016-09-15
2015-07-09,726.0,2017-07-04
2014-10-14,593.0,2016-05-29
2016-04-02,574.0,2017-10-28
2012-06-14,1429.0,2016-05-13
2016-04-02,808.0,2018-06-19
2015-07-25,408.0,2016-09-05
2016-02-02,142.0,2016-06-23
2013-04-03,,
2014-11-17,694.0,2016-10-11
2012-10-19,1282.0,2016-04-23
2015-04-29,,
2013-02-13,1177.0,2016-05-05
2014-01-14,841.0,2016-05-04
2016-02-22,,
2014-10-14,577.0,2016-05-13
2013-10-08,924.0,2016-04-19
2016-04-03,44.0,2016-05-17
2016-04-18,48.0,2016-06-05
2014-11-22,599.0,2016-07-13
2015-11-29,,
2016-04-18,89.0,2016-07-16
2016-04-10,79.0,2016-06-28
2014-10-08,1257.0,2018-03-18
2016-04-11,93.0,2016-07-13
2011-02-06,1903.0,2016-04-23
2015-04-17,383.0,2016-05-04
2014-08-11,614.0,2016-04-16
2013-04-12,1127.0,2016-05-13
2012-08-01,1466.0,2016-08-06
2012-10-17,1341.0,2016-06-19
2015-01-19,,
2016-03-12,84.0,2016-06-04
2016-04-03,64.0,2016-06-06
2010-05-01,2186.0,2016-04-25
2016-04-03,162.0,2016-09-12
2014-03-04,775.0,2016-04-17
2016-01-29,104.0,2016-05-12
2014-06-10,790.0,2016-08-08
2016-04-07,,
2014-03-04,,
2015-10-02,195.0,2016-04-14
2013-09-24,936.0,2016-04-17
2015-06-02,,
2013-12-16,866.0,2016-04-30
2015-12-04,2123.0,2021-09-26
2015-08-12,369.0,2016-08-15
2014-11-16,,
2016-04-12,443.0,2017-06-29
2014-07-07,769.0,2016-08-14
2014-06-19,688.0,2016-05-07
2014-01-09,836.0,2016-04-24
2014-12-05,525.0,2016-05-13
2016-04-04,78.0,2016-06-21
2015-07-18,295.0,2016-05-08
2016-03-28,65.0,2016-06-01
